100,5.4508,0,300,250,50,10,1,200,262,467
110,5.396,0,300,250,50,10,1,198,265,451
120,5.1247,0,300,250,50,10,1,182,267,457
130,5.0028,0,300,250,50,10,1,170,263,474
140,5.0158,0,300,250,50,10,1,190,297,480
150,4.9568,0,300,250,50,10,1,145,287,488
160,5.2011,0,300,250,50,10,1,163,295,482
170,5.2998,0,300,250,50,10,1,154,285,509
180,5.6419,0,400,250,50,10,1,187,307,517
190,5.9152,0,400,250,50,10,1,163,298,498
200,6.1627,0,400,300,50,10,1,180,313,501
